SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
178,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,26-07-2024 08:00,0.5
179,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,27-07-2024 14:00,29
180,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,31-08-2024 23:00,1
181,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,01-09-2024 00:00,0.5
182,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,01-09-2024 05:00,0.5
183,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,01-09-2024 07:00,0.5
184,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,01-09-2024 08:00,0.5
185,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,01-09-2024 10:00,0.5
186,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,01-09-2024 12:00,0.5
187,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,01-09-2024 14:00,0.5
188,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,01-09-2024 16:00,0.5
189,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,01-09-2024 20:00,0.5
190,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,02-09-2024 10:00,0.5
191,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,02-09-2024 17:00,0.5
192,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,02-09-2024 22:00,0.5
193,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,03-09-2024 02:00,0.5
194,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,03-09-2024 07:00,0.5
195,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,03-09-2024 11:00,0.5
196,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,03-09-2024 19:00,0.5
197,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 02:00,0.5
198,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 06:00,0.5
199,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 07:00,0.5
200,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 08:00,0.5
201,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 09:00,0.5
202,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 10:00,0.5
203,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 11:00,0.5
204,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 12:00,0.5
205,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 14:00,0.5
206,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 15:00,0.5
207,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 16:00,0.5
208,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 18:00,0.5
209,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 19:00,0.5
210,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 20:00,0.5
211,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 22:00,0.5
212,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,04-09-2024 23:00,0.5
213,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 01:00,0.5
214,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 03:00,0.5
215,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 05:00,0.5
216,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 07:00,0.5
217,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 08:00,0.5
218,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 10:00,0.5
219,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 12:00,0.5
220,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 14:00,0.5
221,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 15:00,0.5
222,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 16:00,0.5
223,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 17:00,0.5
224,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 18:00,0.5
225,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 19:00,0.5
226,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 20:00,0.5
227,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 21:00,0.5
228,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 22:00,0.5
229,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,05-09-2024 23:00,0.5
230,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,06-09-2024 00:00,0.5
231,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,06-09-2024 01:00,0.5
232,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,06-09-2024 02:00,0.5
233,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,06-09-2024 06:00,0.5
234,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,06-09-2024 07:00,0.5
235,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,06-09-2024 08:00,0.5
236,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,06-09-2024 09:00,0.5
237,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,06-09-2024 10:00,0.5
238,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,06-09-2024 17:00,0.5
239,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,07-09-2024 05:00,0.5
240,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,07-09-2024 14:00,0.5
241,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,07-09-2024 20:00,0.5
242,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 00:00,0.5
243,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 04:00,0.5
244,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 06:00,0.5
245,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 08:00,0.5
246,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 10:00,0.5
247,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 12:00,0.5
248,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 16:00,0.5
249,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 18:00,0.5
250,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 19:00,0.5
251,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 20:00,1
252,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 21:00,1
253,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 22:00,0.5
254,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,08-09-2024 23:00,1.5
255,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 00:00,1
256,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 01:00,1
257,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 02:00,0.5
258,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 03:00,1
259,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 04:00,1
260,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 05:00,1
261,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 06:00,1
262,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 07:00,1
263,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 08:00,1.5
264,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 09:00,1.5
265,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 10:00,1
266,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 11:00,1.5
267,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 12:00,1.5
268,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 13:00,1.5
269,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 14:00,1
270,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 15:00,1.5
271,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 16:00,1
272,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 17:00,1.5
273,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 18:00,1
274,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 19:00,1
275,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 20:00,1
276,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 21:00,1
277,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 22:00,1.5
278,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,09-09-2024 23:00,1
279,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 00:00,1
280,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 01:00,1
281,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 02:00,1
282,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 03:00,1
283,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 04:00,1
284,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 05:00,1
285,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 06:00,1
286,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 07:00,0.5
287,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 08:00,1
288,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 09:00,0.5
289,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 10:00,0.5
290,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 11:00,0.5
291,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 12:00,1
292,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 13:00,0.5
293,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 14:00,0.5
294,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 15:00,0.5
295,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 16:00,0.5
296,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 17:00,0.5
297,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 18:00,0.5
298,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 19:00,0.5
299,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 20:00,0.5
300,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 22:00,0.5
301,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,10-09-2024 23:00,0.5
302,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 00:00,1
303,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 01:00,0.5
304,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 02:00,0.5
305,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 03:00,1
306,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 04:00,1
307,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 05:00,0.5
308,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 06:00,1
309,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 07:00,0.5
310,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 08:00,1
311,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 09:00,1
312,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 10:00,1
313,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 11:00,0.5
314,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 12:00,0.5
315,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 13:00,0.5
316,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 14:00,0.5
317,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 16:00,0.5
318,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,11-09-2024 22:00,0.5
319,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 03:00,0.5
320,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 04:00,0.5
321,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 05:00,0.5
322,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 06:00,0.5
323,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 07:00,0.5
324,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 08:00,1
325,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 09:00,0.5
326,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 10:00,1.5
327,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 11:00,2
328,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 12:00,2.5
329,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 13:00,1.5
330,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 14:00,1.5
331,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 15:00,1
332,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 16:00,1
333,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 17:00,1
334,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 18:00,1.5
335,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 19:00,1.5
336,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 20:00,0.5
337,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 21:00,0.5
338,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 22:00,0.5
339,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,12-09-2024 23:00,0.5
340,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,13-09-2024 00:00,0.5
341,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,13-09-2024 01:00,0.5
342,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,13-09-2024 03:00,0.5
343,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,13-09-2024 05:00,0.5
344,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,13-09-2024 08:00,0.5
345,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,13-09-2024 13:00,0.5
346,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,15-09-2024 07:00,0.5
347,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,15-09-2024 08:00,0.5
348,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,15-09-2024 09:00,1
349,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,15-09-2024 10:00,0.5
350,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,15-09-2024 11:00,1
351,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,15-09-2024 12:00,0.5
352,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,15-09-2024 13:00,0.5
353,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,15-09-2024 15:00,0.5
354,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,15-09-2024 16:00,0.5
355,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,18-09-2024 19:00,0.5
356,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,18-09-2024 20:00,293
357,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,20-09-2024 22:00,4.5
358,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,20-09-2024 23:00,2
359,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,21-09-2024 14:00,2
360,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,21-09-2024 15:00,23
361,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,21-09-2024 16:00,3.5
362,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,22-09-2024 23:00,0.5
363,AKBR,Telangana SW,36,Telangana,514,NALGONDA,-,-,-,-,-,-,-,-,-,16.69700000,79.08900000,23-09-2024 19:00,11
